InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
576618,16236,KITTY PENCIL ERASERS,1,2011-11-15 17:00,0.42,,United Kingdom
554665,22176,BLUE OWL SOFT TOY,6,2011-05-25 14:44,2.95,14336.0,United Kingdom
575837,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2011-11-11 11:37,1.45,12748.0,United Kingdom
542393,22197,SMALL POPCORN HOLDER,6,2011-01-27 15:02,0.85,18125.0,United Kingdom
561900,23297,SET 40 HEART SHAPE PETIT FOUR CASES,8,2011-07-31 15:31,1.65,16655.0,United Kingdom
536446,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,2010-12-01 12:15,2.95,15983.0,United Kingdom
560926,22983,CARD BILLBOARD FONT,1,2011-07-22 9:20,0.83,,United Kingdom
537823,20713,JUMBO BAG OWLS,4,2010-12-08 14:25,4.21,,United Kingdom
577175,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-11-18 10:58,2.1,14849.0,United Kingdom
569363,21390,FILIGRIS HEART WITH BUTTERFLY,48,2011-10-03 15:08,1.25,13297.0,United Kingdom
548170,21704,BAG 250g SWIRLY MARBLES,24,2011-03-29 13:53,0.85,15290.0,United Kingdom
560700,85099B,JUMBO BAG RED RETROSPOT,10,2011-07-20 12:38,2.08,17229.0,United Kingdom
559021,82494L,WOODEN FRAME ANTIQUE WHITE ,24,2011-07-05 13:16,2.55,16525.0,United Kingdom
550512,22983,CARD BILLBOARD FONT,12,2011-04-18 16:31,0.42,18069.0,United Kingdom
569202,23031,DRAWER KNOB CRACKLE GLAZE PINK,4,2011-09-30 17:22,3.29,,United Kingdom
571283,22924,FRIDGE MAGNETS LA VIE EN ROSE,36,2011-10-16 13:51,0.85,16533.0,United Kingdom
557502,22990,COTTON APRON PANTRY DESIGN,1,2011-06-20 15:32,10.79,,United Kingdom
574269,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-03 14:27,0.29,15570.0,United Kingdom
572651,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-10-25 12:06,2.89,17350.0,United Kingdom
539958,90200C,BLUE SWEETHEART BRACELET,3,2010-12-23 13:26,4.24,,United Kingdom
578781,22562,MONSTERS STENCIL CRAFT,1,2011-11-25 11:54,1.25,15872.0,United Kingdom
562558,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-08-05 16:43,2.95,13451.0,United Kingdom
572030,21534,DAIRY MAID LARGE MILK JUG,3,2011-10-20 11:51,4.95,14923.0,United Kingdom
539740,72801d,4 SKY BLUE DINNER CANDLES,1,2010-12-21 15:20,2.51,,United Kingdom
545644,22620,4 TRADITIONAL SPINNING TOPS,320,2011-03-04 12:37,1.06,16333.0,United Kingdom
546982,84596F,SMALL MARSHMALLOWS PINK BOWL,1,2011-03-18 12:26,0.42,15483.0,United Kingdom
541497,47594B,SCOTTIES DESIGN WASHBAG,1,2011-01-18 15:19,1.63,,United Kingdom
543281,90214K,"LETTER ""K"" BLING KEY RING",1,2011-02-06 15:34,1.25,14606.0,United Kingdom
549720,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,6,2011-04-11 15:25,2.1,14606.0,United Kingdom
550470,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2011-04-18 13:49,3.29,,United Kingdom
563019,22090,PAPER BUNTING RETROSPOT,12,2011-08-11 12:58,2.95,17340.0,United Kingdom
579777,72799E,IVORY PILLAR CANDLE SILVER FLOCK,2,2011-11-30 15:13,3.29,,United Kingdom
559055,20767,BLUE PAISLEY JOURNAL ,1,2011-07-05 17:09,2.46,,United Kingdom
568949,22620,4 TRADITIONAL SPINNING TOPS,1,2011-09-29 15:13,2.46,,United Kingdom
547366,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,36,2011-03-22 13:02,0.95,12831.0,United Kingdom
565366,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4,2011-09-02 14:56,4.15,17091.0,United Kingdom
545670,21621,VINTAGE UNION JACK BUNTING,4,2011-03-06 10:07,8.5,15465.0,United Kingdom
547358,82582,AREA PATROLLED METAL SIGN,1,2011-03-22 12:25,2.1,15998.0,United Kingdom
541866,22241,GARLAND WOODEN HAPPY EASTER,12,2011-01-24 9:25,1.25,16477.0,United Kingdom
569246,22082,RIBBON REEL STRIPES DESIGN ,2,2011-10-03 9:57,3.29,14096.0,United Kingdom
575054,21259,VICTORIAN SEWING BOX SMALL ,2,2011-11-08 12:18,5.95,16945.0,United Kingdom
555545,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-06-05 13:08,2.08,17735.0,United Kingdom
C540841,POST,POSTAGE,-1,2011-01-11 16:14,12.99,15602.0,United Kingdom
545447,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-03-02 16:34,3.75,17426.0,United Kingdom
579001,21918,SET 12 KIDS COLOUR  CHALK STICKS,2,2011-11-27 16:19,0.42,15555.0,United Kingdom
579560,23206,LUNCH BAG APPLE DESIGN,2,2011-11-30 11:31,1.65,15039.0,United Kingdom
580730,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,2011-12-05 17:28,2.46,,United Kingdom
546733,22930,BAKING MOULD HEART MILK CHOCOLATE,96,2011-03-16 11:47,2.1,16029.0,United Kingdom
574674,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-11-06 12:30,0.55,14404.0,United Kingdom
568535,21875,KINGS CHOICE MUG,12,2011-09-27 14:00,1.25,15241.0,United Kingdom
575017,23201,JUMBO BAG ALPHABET,1,2011-11-08 11:25,2.08,17219.0,United Kingdom
580279,22423,REGENCY CAKESTAND 3 TIER,4,2011-12-02 13:12,12.75,15123.0,United Kingdom
557644,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2011-06-21 17:06,3.29,,United Kingdom
580396,23293,SET OF 12 FAIRY CAKE BAKING CASES,2,2011-12-04 11:00,0.83,13838.0,United Kingdom
559506,21801,CHRISTMAS TREE DECORATION WITH BELL,2,2011-07-08 15:17,0.42,,United Kingdom
570703,23407,SET OF 2 TRAYS HOME SWEET HOME,2,2011-10-12 9:50,9.95,14911.0,EIRE
541018,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1,2011-01-13 12:03,4.25,14978.0,United Kingdom
548808,84748,FOLK FELT HANGING MULTICOL GARLAND,3,2011-04-04 12:55,3.75,17774.0,United Kingdom
580631,21213,PACK OF 72 SKULL CAKE CASES,48,2011-12-05 12:13,0.55,16682.0,United Kingdom
578941,23697,A PRETTY THANK YOU CARD,6,2011-11-27 13:26,0.42,16024.0,United Kingdom
566008,22556,PLASTERS IN TIN CIRCUS PARADE ,1,2011-09-08 12:04,1.65,16426.0,United Kingdom
C541234,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,-1,2011-01-14 17:11,2.1,13862.0,United Kingdom
563094,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-08-11 17:35,4.15,14525.0,United Kingdom
540146,22937,BAKING MOULD CHOCOLATE CUPCAKES,5,2011-01-05 10:51,2.55,15002.0,United Kingdom
C541829,22060,LARGE CAKE STAND HANGING HEARTS,-2,2011-01-21 17:08,9.95,14175.0,United Kingdom
537995,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,8,2010-12-09 11:39,8.5,12712.0,Germany
569125,22941,CHRISTMAS LIGHTS 10 REINDEER,4,2011-09-30 13:21,8.5,15611.0,United Kingdom
546763,21137,BLACK RECORD COVER FRAME,3,2011-03-16 14:24,3.75,,United Kingdom
546670,21043,APRON MODERN VINTAGE COTTON,5,2011-03-15 15:37,1.95,13451.0,United Kingdom
566582,23202,JUMBO BAG VINTAGE LEAF,20,2011-09-13 13:49,2.08,13384.0,United Kingdom
551570,85189,,-6,2011-05-03 11:13,0.0,,United Kingdom
547106,20679,EDWARDIAN PARASOL RED,6,2011-03-21 11:24,5.95,15039.0,United Kingdom
549291,22606,WOODEN SKITTLES GARDEN SET,1,2011-04-07 19:05,15.95,16261.0,United Kingdom
541424,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,1,2011-01-17 17:57,0.83,,United Kingdom
574368,23035,DRAWER KNOB CERAMIC IVORY,6,2011-11-04 10:59,1.45,13004.0,United Kingdom
551857,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-05-04 15:33,7.95,13037.0,United Kingdom
559876,47471,RAINBOW PEGS PHOTO CLIP STRING,2,2011-07-13 11:09,0.65,15752.0,United Kingdom
564482,22488,NATURAL SLATE RECTANGLE CHALKBOARD,48,2011-08-25 13:40,1.45,13149.0,United Kingdom
569717,23322,LARGE WHITE HEART OF WICKER,40,2011-10-06 8:25,2.55,13845.0,United Kingdom
545398,21756,BATH BUILDING BLOCK WORD,12,2011-03-02 11:43,5.95,13722.0,United Kingdom
578088,21813,GARLAND WITH STARS AND BELLS,2,2011-11-22 16:47,4.95,16376.0,United Kingdom
539436,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2010-12-17 14:49,5.91,,United Kingdom
575176,22357,KINGS CHOICE BISCUIT TIN,2,2011-11-08 18:29,4.13,,United Kingdom
555589,20619,TROPICAL PASSPORT COVER ,6,2011-06-06 9:36,2.1,12802.0,Netherlands
555348,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-06-02 12:06,2.55,15184.0,United Kingdom
551519,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-05-01 11:50,4.95,14304.0,United Kingdom
559799,22386,JUMBO BAG PINK POLKADOT,1,2011-07-12 13:46,4.13,,United Kingdom
538868,22418,10 COLOUR SPACEBOY PEN,48,2010-12-14 14:42,0.85,17017.0,United Kingdom
539319,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,18,2010-12-16 19:10,3.75,12967.0,United Kingdom
538177,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2010-12-10 9:51,4.21,,United Kingdom
565133,47566,PARTY BUNTING,8,2011-09-01 12:46,4.95,13458.0,United Kingdom
563661,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-08-18 11:23,2.95,13048.0,United Kingdom
558774,22920,HERB MARKER BASIL,1,2011-07-04 10:17,1.63,,United Kingdom
545464,22813,PACK 3 BOXES BIRD PANNETONE ,1,2011-03-03 9:10,4.13,,United Kingdom
559338,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1,2011-07-07 16:30,3.29,,United Kingdom
581475,22955,36 FOIL STAR CAKE CASES ,24,2011-12-09 8:39,0.79,13069.0,United Kingdom
549943,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2011-04-13 12:09,4.25,13544.0,United Kingdom
560590,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-07-19 15:55,4.95,12560.0,Germany
559816,20665,RED RETROSPOT PURSE ,1,2011-07-12 16:11,2.46,,United Kingdom
560356,23284,DOORMAT KEEP CALM AND COME IN,4,2011-07-18 11:41,7.95,16875.0,United Kingdom
571965,21500,PINK POLKADOT WRAP ,25,2011-10-20 10:41,0.42,17238.0,United Kingdom
540023,20677,PINK POLKADOT BOWL,12,2011-01-04 12:58,1.25,15039.0,United Kingdom
569898,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-10-06 16:08,4.13,,United Kingdom
544586,22272,FELTCRAFT DOLL MARIA,1,2011-02-21 15:04,2.95,17338.0,United Kingdom
536635,21181,PLEASE ONE PERSON METAL SIGN,12,2010-12-02 11:22,2.1,15955.0,United Kingdom
557008,22995,TRAVEL CARD WALLET SUKI,24,2011-06-16 11:38,0.42,16729.0,United Kingdom
569360,23338,EGG FRYING PAN RED ,1,2011-10-03 14:59,2.08,14653.0,United Kingdom
544471,21164,HOME SWEET HOME METAL SIGN ,12,2011-02-21 8:50,2.95,18094.0,United Kingdom
576618,22573,STAR WOODEN CHRISTMAS DECORATION,1,2011-11-15 17:00,1.63,,United Kingdom
573000,21790,VINTAGE SNAP CARDS,72,2011-10-27 11:55,0.72,14752.0,United Kingdom
565779,21912,VINTAGE SNAKES & LADDERS,4,2011-09-06 15:14,3.75,15804.0,United Kingdom
541698,22355,CHARLOTTE BAG SUKI DESIGN,4,2011-01-20 19:16,0.85,14713.0,United Kingdom
567671,85099B,JUMBO BAG RED RETROSPOT,1,2011-09-21 15:34,4.13,,United Kingdom
561870,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2011-07-31 11:45,0.79,14911.0,EIRE
556288,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2011-06-10 9:23,0.42,13426.0,United Kingdom
542733,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1,2011-01-31 15:35,2.1,15058.0,United Kingdom
578944,22991,GIRAFFE WOODEN RULER,1,2011-11-27 13:41,1.95,16005.0,United Kingdom
572068,23564,EGG CUP MILKMAID INGRID,12,2011-10-20 13:20,1.25,13159.0,United Kingdom
543374,20702,PINK PADDED MOBILE,3,2011-02-07 15:05,4.25,16945.0,United Kingdom
569491,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-10-04 13:25,8.5,14056.0,United Kingdom
566935,22690,DOORMAT HOME SWEET HOME BLUE ,200,2011-09-15 15:35,4.58,18102.0,United Kingdom
568346,21156,RETROSPOT CHILDRENS APRON,2,2011-09-26 15:28,4.13,14096.0,United Kingdom
566720,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-09-14 12:42,4.15,13634.0,United Kingdom
557013,23236,DOILEY STORAGE TIN,2,2011-06-16 12:05,2.89,15044.0,United Kingdom
546305,20723,STRAWBERRY CHARLOTTE BAG,3,2011-03-10 16:16,0.85,14056.0,United Kingdom
541870,15056N,EDWARDIAN PARASOL NATURAL,1,2011-01-24 9:39,12.46,,United Kingdom
544935,22717,CARD DOG AND BALL ,12,2011-02-25 9:09,0.42,13870.0,United Kingdom
538903,21386,IVORY HANGING DECORATION  EGG,12,2010-12-15 10:17,0.85,13496.0,United Kingdom
568227,23103,JINGLE BELL HEART DECORATION,1,2011-09-26 10:57,1.65,17841.0,United Kingdom
570342,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-10-10 12:26,1.69,17706.0,United Kingdom
568316,84991,60 TEATIME FAIRY CAKE CASES,1,2011-09-26 13:21,0.55,16407.0,United Kingdom
577473,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-11-20 11:28,4.25,15919.0,United Kingdom
564540,22097,SWALLOW SQUARE TISSUE BOX,3,2011-08-25 15:34,0.39,12748.0,United Kingdom
547917,21898,,6,2011-03-28 12:46,0.0,,United Kingdom
542662,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-01-31 12:10,3.95,18145.0,United Kingdom
560576,22294,HEART FILIGREE DOVE  SMALL,6,2011-07-19 14:59,1.25,17287.0,United Kingdom
571931,20719,WOODLAND CHARLOTTE BAG,6,2011-10-19 16:59,1.63,,United Kingdom
556508,85099F,JUMBO BAG STRAWBERRY,10,2011-06-13 10:10,2.08,16342.0,United Kingdom
567128,23016,GLASS TWIST BON BON JAR,2,2011-09-16 14:04,7.85,18055.0,United Kingdom
564230,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,2011-08-24 10:22,2.46,,United Kingdom
579471,22468,BABUSHKA LIGHTS STRING OF 10,1,2011-11-29 15:08,13.29,,United Kingdom
555559,23302,KNEELING MAT HOUSEWORK  DESIGN,12,2011-06-05 14:18,1.65,13862.0,United Kingdom
542105,22799,SWEETHEART WIRE FRUIT BOWL,2,2011-01-25 13:35,8.5,12854.0,United Kingdom
575384,22865,HAND WARMER OWL DESIGN,12,2011-11-09 15:17,2.1,17690.0,United Kingdom
569848,22379,RECYCLING BAG RETROSPOT ,10,2011-10-06 13:48,2.1,16316.0,United Kingdom
554950,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-05-27 14:48,1.25,14227.0,United Kingdom
536592,22582,PACK OF 6 SWEETIE GIFT BOXES,2,2010-12-01 17:06,5.06,,United Kingdom
574856,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,2011-11-07 12:06,3.29,,United Kingdom
558200,22383,LUNCH BAG SUKI DESIGN ,2,2011-06-27 13:00,1.65,15976.0,United Kingdom
576618,23506,MINI PLAYING CARDS SPACEBOY ,1,2011-11-15 17:00,0.83,,United Kingdom
548210,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,2011-03-29 17:23,7.95,14606.0,United Kingdom
566534,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2011-09-13 11:32,7.46,,United Kingdom
544941,47566,PARTY BUNTING,4,2011-02-25 10:25,4.95,12841.0,United Kingdom
565156,22983,CARD BILLBOARD FONT,12,2011-09-01 15:04,0.42,13045.0,United Kingdom
555925,22433,WATERING CAN GREEN DINOSAUR,1,2011-06-07 17:13,4.13,,United Kingdom
C548469,22624,IVORY KITCHEN SCALES,-4,2011-03-31 12:32,7.65,14543.0,United Kingdom
537240,22818,CARD CHRISTMAS VILLAGE,10,2010-12-06 10:08,0.85,,United Kingdom
538524,22476,EMPIRE UNION JACK TV DINNER TRAY,1,2010-12-13 9:35,11.02,,United Kingdom
551987,22223,CAKE PLATE LOVEBIRD PINK,1,2011-05-05 14:55,4.95,15005.0,United Kingdom
559557,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-07-11 10:33,2.08,17444.0,Canada
570218,23126,FELTCRAFT GIRL AMELIE KIT,8,2011-10-09 12:20,4.95,16873.0,United Kingdom
551277,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2011-04-27 13:06,0.55,13637.0,United Kingdom
569917,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-10-06 17:02,2.55,17453.0,United Kingdom
574273,22082,RIBBON REEL STRIPES DESIGN ,6,2011-11-03 14:33,1.65,16322.0,United Kingdom
570465,22598,CHRISTMAS MUSICAL ZINC TREE,2,2011-10-10 16:02,0.83,,United Kingdom
569046,23321,SMALL WHITE HEART OF WICKER,24,2011-09-30 10:48,1.65,14422.0,United Kingdom
564078,84997C,CHILDRENS CUTLERY POLKADOT BLUE,8,2011-08-22 15:43,4.15,17083.0,United Kingdom
545553,84459B,,16,2011-03-03 15:12,0.0,,United Kingdom
568567,20829,GLITTER HANGING BUTTERFLY STRING,2,2011-09-27 18:41,4.13,,United Kingdom
579456,21774,DECORATIVE CATS BATHROOM BOTTLE,1,2011-11-29 14:20,1.25,13428.0,United Kingdom
566053,20718,RED RETROSPOT SHOPPER BAG,2,2011-09-08 14:57,1.25,14410.0,United Kingdom
575875,22714,CARD BIRTHDAY COWBOY,1,2011-11-11 13:06,0.83,,United Kingdom
547658,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-03-24 13:04,0.55,13736.0,United Kingdom
539981,20961,STRAWBERRY BATH SPONGE ,10,2010-12-23 14:35,1.25,13304.0,United Kingdom
566755,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,48,2011-09-14 15:49,1.45,13877.0,United Kingdom
570499,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-10-11 9:19,0.65,12772.0,Portugal
577531,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3,2011-11-20 13:58,4.13,,United Kingdom
540981,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-01-12 15:25,0.42,12868.0,United Kingdom
536415,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,2010-12-01 11:57,1.25,12838.0,United Kingdom
544393,22993,SET OF 4 PANTRY JELLY MOULDS,6,2011-02-18 11:56,1.25,16393.0,United Kingdom
571280,21989,PACK OF 20 SKULL PAPER NAPKINS,2,2011-10-16 13:08,0.85,18122.0,United Kingdom
561898,22299,PIG KEYRING WITH LIGHT & SOUND ,24,2011-07-31 15:25,1.25,12456.0,Switzerland
542265,48138,DOORMAT UNION FLAG,2,2011-01-26 17:27,7.95,15867.0,United Kingdom
570192,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-10-07 15:26,1.25,17509.0,United Kingdom
554557,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-05-25 10:12,8.25,15804.0,United Kingdom
542906,22567,20 DOLLY PEGS RETROSPOT,2,2011-02-01 15:12,2.46,,United Kingdom
576902,23355,HOT WATER BOTTLE KEEP CALM,20,2011-11-17 8:56,4.95,17330.0,United Kingdom
567697,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-09-22 8:41,4.25,16558.0,United Kingdom
574694,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,2011-11-06 13:36,2.95,12381.0,Norway
551523,22087,PAPER BUNTING WHITE LACE,18,2011-05-01 12:09,2.95,16634.0,United Kingdom
577485,22467,GUMBALL COAT RACK,2,2011-11-20 11:56,2.55,16360.0,United Kingdom
538566,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,2010-12-13 11:21,3.36,,United Kingdom
556520,22197,POPCORN HOLDER,12,2011-06-13 11:10,0.85,14177.0,United Kingdom
542895,22912,YELLOW COAT RACK PARIS FASHION,1,2011-02-01 13:47,4.95,14549.0,United Kingdom
566952,21288,STRIPEY CHOCOLATE NESTING BOXES,1,2011-09-15 16:37,3.29,,United Kingdom
569105,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,1,2011-09-30 12:35,3.29,16729.0,United Kingdom
552684,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,2011-05-10 15:09,8.29,,United Kingdom
537144,21900,"KEY FOB , SHED",2,2010-12-05 13:00,0.65,15880.0,United Kingdom
555383,20974,12 PENCILS SMALL TUBE SKULL,4,2011-06-02 15:13,0.65,12517.0,Germany
559689,22210,WOOD STAMP SET BEST WISHES,1,2011-07-11 15:46,0.83,,United Kingdom
571050,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-10-13 13:44,0.65,14624.0,United Kingdom
555397,22863,SOAP DISH BROCANTE,1,2011-06-02 17:26,5.79,,United Kingdom
573347,16225,RATTLE SNAKE EGGS,2,2011-10-30 12:26,1.25,13137.0,United Kingdom
538071,22840,ROUND CAKE TIN VINTAGE RED,1,2010-12-09 14:09,16.13,,United Kingdom
537823,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-12-08 14:25,13.57,,United Kingdom
553879,23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,8,2011-05-19 15:15,4.95,15791.0,United Kingdom
581192,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,3,2011-12-07 17:05,2.1,15883.0,United Kingdom
573139,22759,SET OF 3 NOTEBOOKS IN PARCEL,2,2011-10-27 17:29,1.65,14716.0,United Kingdom
551385,71038,WHITE HANGING BEADS CANDLE HOLDER,8,2011-04-28 11:38,5.45,16814.0,United Kingdom
576508,22210,WOOD STAMP SET BEST WISHES,1,2011-11-15 12:02,0.83,17777.0,United Kingdom
574883,23365,SET 12 COLOUR PENCILS LOVE LONDON,2,2011-11-07 13:56,0.65,14623.0,United Kingdom
554654,21868,POTTING SHED TEA MUG,12,2011-05-25 13:34,1.25,12815.0,Poland
552468,16161G,WRAP BAD HAIR DAY,25,2011-05-09 15:33,0.1,13141.0,United Kingdom
578233,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-11-23 12:20,0.85,14049.0,United Kingdom
574950,21159,MOODY BOY  DOOR HANGER ,1,2011-11-08 9:29,3.29,,United Kingdom
538851,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-14 13:32,0.55,16556.0,United Kingdom
580973,84836,ZINC METAL HEART DECORATION,12,2011-12-06 15:12,1.25,12820.0,United Kingdom
540026,22214,CANDLE PLATE LACE WHITE,5,2011-01-04 13:25,1.66,,United Kingdom
573289,21787,RAIN PONCHO RETROSPOT,24,2011-10-28 14:44,0.85,12705.0,Germany
569334,22992,REVOLVER WOODEN RULER ,276,2011-10-03 13:53,1.65,12931.0,United Kingdom
557746,82600,NO SINGING METAL SIGN,2,2011-06-22 12:24,2.1,15059.0,United Kingdom
542536,21621,VINTAGE UNION JACK BUNTING,3,2011-01-28 13:37,12.46,,United Kingdom
574700,21351,CINAMMON & ORANGE WREATH,2,2011-11-06 13:53,6.75,16033.0,United Kingdom
555722,84638,SMALL KITCHEN FLOWER POTS PLAQUE,1,2011-06-06 16:06,5.83,,United Kingdom
570424,23083,SET 6 PAPER TABLE LANTERN STARS ,2,2011-10-10 13:41,3.75,17372.0,United Kingdom
547647,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-03-24 11:43,0.55,15144.0,United Kingdom
569331,21917,SET 12 KIDS  WHITE CHALK STICKS,24,2011-10-03 13:39,0.42,16875.0,United Kingdom
568205,22730,ALARM CLOCK BAKELIKE IVORY,8,2011-09-25 15:30,3.75,18066.0,United Kingdom
541497,22377,BOTTLE BAG RETROSPOT ,7,2011-01-18 15:19,1.63,,United Kingdom
568895,82578,KITCHEN METAL SIGN,6,2011-09-29 13:11,0.55,15356.0,United Kingdom
538508,21889,WOODEN BOX OF DOMINOES,4,2010-12-12 13:32,1.25,15998.0,United Kingdom
560729,23547,WRAP FLOWER SHOP  ,25,2011-07-20 14:39,0.42,17511.0,United Kingdom
560989,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-07-22 13:20,2.55,15704.0,United Kingdom
558613,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-06-30 15:46,0.55,14911.0,EIRE
547664,84050,PINK HEART SHAPE EGG FRYING PAN,2,2011-03-24 13:16,1.65,13069.0,United Kingdom
539650,21481,FAWN BLUE HOT WATER BOTTLE,1,2010-12-20 16:11,2.95,,United Kingdom
579557,22747,POPPY'S PLAYHOUSE BATHROOM,1,2011-11-30 11:18,3.29,,United Kingdom
566949,46776F,WOVEN ROSE GARDEN CUSHION COVER ,2,2011-09-15 16:32,4.13,,United Kingdom
574700,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-11-06 13:53,8.5,16033.0,United Kingdom
573396,23369,SET 36 COLOUR PENCILS LOVE LONDON,1,2011-10-30 15:13,1.25,14723.0,United Kingdom
578225,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-11-23 11:51,1.65,17700.0,United Kingdom
539201,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,2010-12-16 12:11,2.95,14878.0,United Kingdom
556777,71053,WHITE METAL LANTERN,4,2011-06-14 12:31,3.75,14426.0,United Kingdom
545688,22469,HEART OF WICKER SMALL,4,2011-03-06 12:42,1.65,16033.0,United Kingdom
577543,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-20 14:40,1.69,17636.0,United Kingdom
558501,22470,HEART OF WICKER LARGE,6,2011-06-30 10:19,2.95,13871.0,United Kingdom
574826,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2011-11-07 10:58,2.95,15870.0,United Kingdom
575502,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-11-10 10:10,1.65,16700.0,United Kingdom
555731,22961,JAM MAKING SET PRINTED,12,2011-06-07 7:49,1.45,16655.0,United Kingdom
563590,23286,BLUE VINTAGE SPOT BEAKER,410,2011-08-17 20:02,1.08,17450.0,United Kingdom
567879,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,2011-09-22 14:53,0.85,16161.0,United Kingdom
554992,22489,PACK OF 12 TRADITIONAL CRAYONS,6,2011-05-29 14:08,0.42,16686.0,United Kingdom
570479,23289,DOLLY GIRL CHILDRENS BOWL,5,2011-10-10 16:58,1.25,17589.0,United Kingdom
543483,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-09 9:10,1.69,18075.0,United Kingdom
581402,23338,EGG FRYING PAN RED ,4,2011-12-08 13:45,2.08,14653.0,United Kingdom
569210,22283,6 EGG HOUSE PAINTED WOOD,2,2011-10-02 11:41,7.95,13681.0,United Kingdom
